"Employee No","Employee Name","Location","Product ID","Garment Details","Size","Fit","Date Manufactured","Product Code","Current Condition","Previous Condition Code","Service Date","Service History"
"","","","","","","","","","","","30/09/2025","RETURN FOR STOCK"
"","","","","","","","","","","","30/09/2025","RETURN FOR STOCK"
"","","","","","","","","","","","02/06/2025","RETURN FOR STOCK"
"","","","","","","","","","","","31/05/2025","60 DEGREE STANDARD WASH AND DRY"
"","","","","","","","","","","","13/05/2025","DESP TO STATION"
"","","","","","","","","","","","08/05/2025","DESP TO STATION"
"","","","","","","","","","","","08/05/2025","RETURN FOR STOCK"
"","","","","","","","","","","","06/05/2025","INSPECTION AND  APPLY CONDITION CODE"
"","","","","","","","","","","","02/05/2025","60 DEGREE STANDARD WASH AND DRY"
"","","","","","","","","","","","07/02/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","7847220185","GOLD PBI TITAN (BLK GRID) CT CLB S_T","SML","TALL","17/11/2025","XF2-A_PR2YG","17/11/2025 - 1 - NEW OR EXCELLENT","N/A - N/A - N/A","18/03/2026","INSPECTION AND  APPLY CONDITION CODE"
"","","","","","","","","","","","16/03/2026","40 DEGREE PRE-WASH 60 DEGREE MAIN WASH"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","7847220191","GOLD PBI TITAN (BLK GRID) CT CLB S_T","SML","TALL","17/11/2025","XF2-A_PR2YG","25/03/2026 - 2 - GOOD CONDITION","05/03/2026 - 2 - GOOD CONDITION","25/03/2026","INSPECTION AND  APPLY CONDITION CODE"
"","","","","","","","","","","","23/03/2026","40 DEGREE PRE-WASH 60 DEGREE MAIN WASH"
"","","","","","","","","","","","05/03/2026","INSPECTION AND  APPLY CONDITION CODE"
"","","","","","","","","","","","02/03/2026","40 DEGREE PRE-WASH 60 DEGREE MAIN WASH"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","CAAA045640","HEROS TITAN YEL TORCH FF HELMET CLB","MED","N/A","17/11/2025","HEL32YETFF","17/11/2025 - 1 - NEW OR EXCELLENT","N/A - N/A - N/A","25/03/2026","DESP TO STATION"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","CAAB227489","XFS FIRE FIGHTER GLOVE CLB,9_M","9/M","N/A","17/11/2025","GLOVE56","17/11/2025 - 1 - NEW OR EXCELLENT","N/A - N/A - N/A","25/03/2026","DESP TO STATION"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","CAAB232233","XFS FIRE FIGHTER GLOVE CLB,9_M","9/M","N/A","17/11/2025","GLOVE56","17/11/2025 - 1 - NEW OR EXCELLENT","N/A - N/A - N/A","25/03/2026","DESP TO STATION"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","CAAC166066","EX1_RSQ ORANGE RESCUE GLOVE CLB,MED","9/M","N/A","17/11/2025","GLOVE57","17/11/2025 - 1 - NEW OR EXCELLENT","N/A - N/A - N/A","25/03/2026","DESP TO STATION"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","CAAC166093","EX1_RSQ ORANGE RESCUE GLOVE CLB,MED","9/M","N/A","17/11/2025","GLOVE57","17/11/2025 - 1 - NEW OR EXCELLENT","N/A - N/A - N/A","25/03/2026","DESP TO STATION"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","CAAD063319","STRUCTURAL LEATHER BOOT CLB,8_42","8/42","N/A","17/11/2025","BOOT56","17/11/2025 - 1 - NEW OR EXCELLENT","N/A - N/A - N/A","25/03/2026","DESP TO STATION"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
"USHERS","USHER","HARROLD FIRE STATION ()","CAAD066105","STRUCTURAL LEATHER BOOT CLB,8_42","8/42","N/A","17/11/2025","BOOT56","17/11/2025 - 1 - NEW OR EXCELLENT","N/A - N/A - N/A","25/03/2026","DESP TO STATION"
"","","","","","","","","","","","17/11/2025","DESP TO STATION"
